,Player,stat,lower_iqr,median,mean,higher_iqr
53,Daniel Carcillo\carcida01,pim_gp,-18496.874606793,601.9080150723273,16078164.304690821,692474.816389217
54,Tom Pyatt\pyattto01,hits_gp,0.505820115022654,0.6449227847182137,0.6765441359767109,0.8225797485216033
55,Tom Pyatt\pyattto01,even_g_gp,0.06434837323098773,0.07360409346080285,0.07461399707348867,0.0842434980502152
56,Tom Pyatt\pyattto01,blocks_gp,0.4630384732754851,0.8438083999229045,1.0840732905067811,1.4923189787490945
57,Tom Pyatt\pyattto01,pp_a_gp,0.0,0.0,0.0,0.0
58,Tom Pyatt\pyattto01,pp_g_gp,0.0,0.0,0.0,0.0
59,Tom Pyatt\pyattto01,even_a_gp,0.14919184920490483,0.1682994491558678,0.17043430532660575,0.18998367481759612
60,Tom Pyatt\pyattto01,fow_perc,0.27896211353946704,0.3255148009359021,0.33248321115053814,0.38133436829213385
61,Tom Pyatt\pyattto01,sh_perc,0.06096123018063443,0.06730162405275389,0.06789207434697246,0.07438295473658556
62,Tom Pyatt\pyattto01,pim_gp,0.10400173019040912,0.12201536417074098,0.1242584447125882,0.14249784585492453
63,Nick Bjugstad\bjugsni01,hits_gp,0.2969623248354019,0.6559005929034163,1.1115293556280619,1.4791238420684012
64,Nick Bjugstad\bjugsni01,even_g_gp,0.18877399463823108,0.21745012190756835,0.22107870402579036,0.2508825037060357
65,Nick Bjugstad\bjugsni01,blocks_gp,0.17010972348290962,0.22050970456652091,0.23293406193990315,0.28625516042085936
66,Nick Bjugstad\bjugsni01,pp_a_gp,0.06641988579546634,0.072757959483284,0.07328609547785038,0.07970895056170306
67,Nick Bjugstad\bjugsni01,pp_g_gp,0.010937998816999184,0.012136712957068623,0.012234119025207869,0.013444314242846613
68,Nick Bjugstad\bjugsni01,even_a_gp,0.2389368218170624,0.2872160996293169,0.29493255517796874,0.34566196330803234
69,Nick Bjugstad\bjugsni01,fow_perc,0.4601714982925999,0.5073133891929209,0.5113726545975749,0.5603769078511172
70,Nick Bjugstad\bjugsni01,sh_perc,0.07913752633093062,0.08264024541570769,0.08274676888601591,0.08621043556475368
71,Nick Bjugstad\bjugsni01,pim_gp,0.2861452383832813,0.4302872827108639,0.49636269903746394,0.6485086816181
72,David Clarkson\clarkda03,hits_gp,0.5338363204188734,1.165752773934488,1.7955092294029247,2.445636535640802
73,David Clarkson\clarkda03,even_g_gp,0.07532479584206093,0.08636086871854036,0.087679339039675,0.09906180453827566
74,David Clarkson\clarkda03,blocks_gp,0.1651605715245013,0.23157988128688473,0.25508928424019733,0.3276426488534681
75,David Clarkson\clarkda03,pp_a_gp,0.015424173790937128,0.016674987440386722,0.016747871702443903,0.018004647785832134
76,David Clarkson\clarkda03,pp_g_gp,0.011747237605878917,0.01559745917089898,0.016593640045358935,0.020632675244633168
77,David Clarkson\clarkda03,even_a_gp,0.07855863018238185,0.08773673098200627,0.08868005932578005,0.09811080318350393
78,David Clarkson\clarkda03,fow_perc,0.12911919631481183,0.1600738656526242,0.16566135289835368,0.19774554867632016
79,David Clarkson\clarkda03,sh_perc,0.07504815527337762,0.08291861232642392,0.08369503080448248,0.09181816440406178
80,David Clarkson\clarkda03,pim_gp,0.006283574620125157,0.1604898823018964,0.5613436511929757,0.6375031556138107
81,Frédéric St. Denis\stdenfr01,hits_gp,0.44331844282392646,0.4979732807642824,0.5028700793342623,0.5585969820133054
82,Frédéric St. Denis\stdenfr01,even_g_gp,0.0,0.0,0.0,0.0
83,Frédéric St. Denis\stdenfr01,blocks_gp,0.05891671887141073,0.185217522292821,0.40653713257901525,0.5107032649624222
84,Frédéric St. Denis\stdenfr01,pp_a_gp,0.0,0.0,0.0,0.0
85,Frédéric St. Denis\stdenfr01,pp_g_gp,0.0,0.0,0.0,0.0
